*ItemID,*ItemName,*Price,*CategoryName,AvailabilitySchedule,*AvailableStatus,Description,Photo1,Photo2,Photo3,Photo4,OptionGroup1,OptionGroup2,OptionGroup3,OptionGroup4,OptionGroup5,StoreID
THITE2025052911074637852,น้ำเต้าหู้สูตรดั้งเดิม (เย็น/ปั่น),34,"เบาเบากับน้ำเต้าหู้ (เย็น, ปั่น)",All opening hours,UNAVAILABLE_PERMANENTLY,"น้ำเต้าหู้สูตรดั้งเดิม
น้ำเต้าหู้สูตรดั้งเดิม",https://food-cms.grab.com/item/THITE2025052911074637852/photos/menueditor_item_d0b5a78627454efdab9709298b6bf03f_1748516892878741452.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2024040717510158162,แดงโซดา,27,อินตาเลียนโซดา,All opening hours,AVAILABLE,"แดงโซดาสดชื่น, ตื่นตาตื่นใจ, สีสันสดใส, จัดส่งไว!",https://food-cms.grab.com/item/THITE2024040717510158162/photos/menueditor_item_6c369e0c19304307bab34dc868e3fc59_1772961674999037450.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2025031313362137067,0% แคล ชาสละ,27,0% แคล ชาเพื่อสุขภาพ,All opening hours,AVAILABLE,หอมหวานสดชื่นด้วยรสชาติเอกลักษณ์ของสละ ผสานกับชาเขียวมะลิหอมละมุน ให้ความหวานแบบไร้กังวลด้วยหญ้าหวานแทนน้ำตาล 0% แคลอรี่ ดื่มง่าย รีเฟรชได้ทุกวัน,https://food-cms.grab.com/item/THITE2025031313362137067/photos/menueditor_item_a926f42af14649bcb34a79cf57e4837c_1741872915972338592.jpg,,,,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,,3-C6J1BCNXTYKTLX
THITE2024040710400760215,ชานมเฮเซลนัท (เย็น/ปั่น),41,"ชานม (เย็น, ปั่น)",All opening hours,AVAILABLE,"ชานมเฮเซลนัทหวานหอม, รสชาติสุดพิเศษ, ส่งตรงถึงมือคุณ!",https://food-cms.grab.com/item/THITE2024040710400760215/photos/menueditor_item_d7a4203221674d28abc4fef62e06dfdb_1772898966396998135.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025031015005084849,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,36,* กาแฟสดฟิวชันสดชื่น,All opening hours,AVAILABLE,เอสเปรสโซ่บ๊วยโซดาเย็น – เอสเปรสโซ่เข้มข้น ผสานกับความเปรี้ยวหวานของบ๊วย เพิ่มความซ่าจากโซดา ให้รสชาติสดชื่น กลมกล่อม มีเอกลักษณ์ ดื่มแล้วตื่นตัวและรีเฟรชทุกแก้ว,https://food-cms.grab.com/item/THITE2025031015005084849/photos/menueditor_item_5ea0db65e1c9414e83fed84fa307fcf4_1741618818231596791.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,3-C6J1BCNXTYKTLX
THITE2025041914163553207,บุกน้ำผึ้ง,14,ท๊อปปิ้ง,All opening hours,AVAILABLE,เนื้อบุกนุ่มหนึบ กลิ่นหอมน้ำผึ้งธรรมชาติ ให้รสหวานกลมกล่อมแบบเบาๆ เพิ่มความละมุนให้ทุกเมนูโดยไม่หนักเกินไป,https://food-cms.grab.com/item/THITE2025041914163553207/photos/menueditor_item_0fc07e2139764821b80190de5b80a6e6_1745072153752568881.jpg,,,,,,,,,3-C6J1BCNXTYKTLX
THITE2025030204271845735,กาแฟสด แฟลตไวท์ร้อน (Flat White) ร้อน,41,* กาแฟสด อื่นๆ ร้อน,All opening hours,AVAILABLE,แฟลตไวท์ร้อน – กาแฟเอสเปรสโซ่เข้มข้น ผสมกับนมสตีมเนียนละเอียด โดยใช้นมน้อยกว่าลาเต้ ทำให้ได้รสชาติกาแฟที่เข้มข้นกว่าพร้อมสัมผัสที่เนียนนุ่ม เหมาะสำหรับคอกาแฟที่ต้องการความกลมกล่อมแบบบาลานซ์ระหว่างกาแฟและนม,https://food-cms.grab.com/item/THITE2025030204271845735/photos/menueditor_item_7ac8132e4f1f49f7b1f9de97bd233d64_1740889622128429811.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,,,,,3-C6J1BCNXTYKTLX
THITE2025041914110920164,ไข่มุก,7,ท๊อปปิ้ง,All opening hours,AVAILABLE,เนื้อเหนียวนุ่ม เคี้ยวหนึบสไตล์ต้นตำรับ เพิ่มความกลมกล่อมให้ชานมและเครื่องดื่มทุกแก้ว,https://food-cms.grab.com/item/THITE2025041914110920164/photos/menueditor_item_f74b8a9d265248878b68749001092ca6_1745071720585041413.jpg,,,,,,,,,3-C6J1BCNXTYKTLX
THITE2024040710371374638,ชานมไข่มุกบราวน์ชูการ์ (เย็น/ปั่น),56,"Signature Drinks (เย็น, ปั่น)",All opening hours,AVAILABLE,"ชานมหวานมันกับไข่มุกและบราวน์ชูการ์, ส่งไวไม่ต้องรอ!",https://food-cms.grab.com/item/THITE2024040710371374638/photos/menueditor_item_f72c317501f64c459a94d5720bf2308f_1772788693370110376.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2024040707180976866,นมสดน้ำผึ้ง (เย็น/ปั่น),49,"นม (เย็น, ปั่น)",All opening hours,AVAILABLE,"นมสดแท้ผสมน้ำผึ้งธรรมชาติ, หวานอย่างมีสุขภาพ!",https://food-cms.grab.com/item/THITE2024040707180976866/photos/menueditor_item_c8f46dc37de24f2391817acff3f0de67_1772958778640092620.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025030814395904894,กาแฟสด บลูฮาวายเอสเปรสโซ่ เย็น 16 ออนซ์,36,* กาแฟสดฟิวชันสดชื่น,All opening hours,AVAILABLE,บลูฮาวายเอสเปรสโซ่เย็น – เอสเปรสโซ่เข้มข้น ผสานกับความสดชื่นของบลูฮาวาย เปรี้ยวหวานลงตัว มีกลิ่นหอมสดชื่น ให้ความรู้สึกสดใส มีชีวิตชีวาในทุกแก้ว,https://food-cms.grab.com/item/THITE2025030814395904894/photos/menueditor_item_2adc0d881bb44c07a01d3d98f65b6b3f_1741444774065272696.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025031015014747584,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,36,* กาแฟสดฟิวชันสดชื่น,All opening hours,AVAILABLE,เอสเปรสโซ่มะม่วงโซดาเย็น – เอสเปรสโซ่เข้มข้น ผสานกับความหอมหวานของมะม่วงสุก เติมความซ่าจากโซดา ให้รสชาติเปรี้ยวหวานสดชื่น ดื่มแล้วกระปรี้กระเปร่า มีชีวิตชีวาในทุกแก้ว,https://food-cms.grab.com/item/THITE2025031015014747584/photos/menueditor_item_097a476d68d7493798abdd72604b8bf4_1741618885681154530.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,3-C6J1BCNXTYKTLX
THITE2025031216373120216,กาแฟสด มอคค่ามิ้นต์ร้อน,50,* กาแฟสด อื่นๆ ร้อน,All opening hours,AVAILABLE,มอคค่ามิ้นต์ร้อน – เอสเปรสโซ่เข้มข้น ผสานกับช็อกโกแลตหอมละมุนและความสดชื่นของมิ้นต์ เติมความนุ่มละมุนด้วยนมสดอุ่น ให้รสชาติกลมกล่อม หวานขมลงตัว อบอุ่นและสดชื่นในทุกแก้ว,https://food-cms.grab.com/item/THITE2025031216373120216/photos/menueditor_item_648388530bd04ed8b9f50bffc2ff1719_1741797411577266501.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025030916073825415,กาแฟสด บุกบราวน์ชูการ์ เย็น 16 ออนซ์,41,* กาแฟสดฟิวชันสดชื่น,All opening hours,AVAILABLE,กาแฟสดบุกบราวน์ชูการ์เย็น – เอสเปรสโซ่เข้มข้น ผสานกับความหอมหวานของบราวน์ชูการ์ และสัมผัสหนึบหนับของบุกเคี้ยวเพลิน ให้รสชาติกลมกล่อม หวานละมุน ดื่มง่าย สดชื่นในทุกแก้ว,https://food-cms.grab.com/item/THITE2025030916073825415/photos/menueditor_item_9b0c09f7da2548a79b7839d0ffd7271a_1741536431790740669.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,3-C6J1BCNXTYKTLX
THITE2025041914201885296,ซอสบราวน์ชูการ์,21,ท๊อปปิ้ง,All opening hours,AVAILABLE,ซอสน้ำตาลทรายแดงหอมเข้ม เคี่ยวจนได้รสหวานละมุนและกลิ่นไหม้นิดๆ สไตล์บราวน์ชูการ์ เพิ่มกลิ่นและรสให้แก้วดูพรีเมียมขึ้นทันที,https://food-cms.grab.com/item/THITE2025041914201885296/photos/menueditor_item_d4beb8845771478fa0c0e328e9126233_1745072351505514263.jpg,,,,,,,,,3-C6J1BCNXTYKTLX
THITE2024040710375695244,ชานมเผือก (เย็น/ปั่น),41,"ชานม (เย็น, ปั่น)",All opening hours,AVAILABLE,"ชานมเผือกนุ่มนวล, อร่อยละมุนทุกโอกาส, ส่งไวสุดๆ!",https://food-cms.grab.com/item/THITE2024040710375695244/photos/menueditor_item_3544294226704b919404e067e2d2f3ab_1772895613548368166.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2024040707184769083,นมสดคาราเมล (เย็น/ปั่น),49,"นม (เย็น, ปั่น)",All opening hours,AVAILABLE,"นมสดคาราเมลเข้มข้น, เติมความหวานให้วันธรรมดา, สั่งง่าย!",https://food-cms.grab.com/item/THITE2024040707184769083/photos/menueditor_item_92befe2d8f814afeba0c15ed85ee593a_1772960855855780773.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2024040710315731824,ชานมไข่มุก (เย็น/ปั่น),34,"Signature Drinks (เย็น, ปั่น)",All opening hours,AVAILABLE,,https://food-cms.grab.com/item/THITE2024040710315731824/photos/menueditor_item_2077d14a50b44e79935559db414a554b_1772790277562596337.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025062904070710229,สตรอเบอร์รี่ปั่น แก้วใหญ่ 22 ออนซ์,41,ผลไม้ปั่น & สมูทตี้,All opening hours,AVAILABLE,สตรอเบอร์รี่ปั่นเนื้อเนียน รสหวานอมเปรี้ยว สดชื่น ดื่มง่าย อร่อยเต็มรสผลไม้,https://food-cms.grab.com/item/THITE2025062904070710229/photos/menueditor_item_fd43c16ae78b46e68706c3134c25629b_1772785470413191269.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2024040706413750755,มอคค่า (เย็น/ปั่น),41,"กาแฟ (เย็น, ปั่น)",All opening hours,AVAILABLE,"มอคค่าหวานมันกับช็อกโกแลต, อุ่นใจทุกดื่ม, สั่งเลย!",https://food-cms.grab.com/item/THITE2024040706413750755/photos/menueditor_item_eba7397e5fba4abc8fe279ce288bd32e_1772947275412311097.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2024040707275712045,ชาเขียวนม (เย็น/ปั่น),34,"Signature Drinks (เย็น, ปั่น)",All opening hours,AVAILABLE,"ชาเขียวนมสด, รสชาติเข้มข้นหอมละมุน, จัดส่งได้ทุกที่!",https://food-cms.grab.com/item/THITE2024040707275712045/photos/menueditor_item_f676eb8402e040778c5e2146380f20ad_1772790493665098595.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2024041801552319145,ชาพีชส้มยูสุ,70,ชาผลไม้,All opening hours,AVAILABLE,"ชาพีชและส้มยูสุ, สองรสชาติในแก้วเดียว, ส่งไวถึงที่!",https://food-cms.grab.com/item/THITE2024041801552319145/photos/menueditor_item_fa4a9311bfbc40cc92d91ff1edfb3f8d_1727746845254341154.jpeg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2025072504393328576,ปังเนยกรอบอบไอน้ำ,27,เบเกอรี่ & ไอศครีม,All opening hours,AVAILABLE,"ขนมปังทาเนยอบไอน้ำด้วยเตา BALMUDA
หอมกรุ่น ชุ่มเนย กรอบเบา ๆ ที่ขอบ
อบใหม่ทุกครั้ง กินคู่ชาหรือกาแฟก็ลงตัว",https://food-cms.grab.com/item/THITE2025072504393328576/photos/menueditor_item_1987c3e9dea441eebf23fa0335f0754d_1753455314605194157.jpg,,,,โปรโมชั่น ปังเนยกรอบอบไอน้ำ##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:18#ไม่เพิ่ม:0,ท็อปปิ้งขนมปัง##1-9##ไม่เพิ่ม (ต้นตำรับ):0#โรยน้ำตาล:0#ราดนมฉ่ำ ๆ:11#โรยผงโกโก้ + ซอสช็อกโกแลต:11#ราดคาราเมล ฉ่ำๆ:11#ราดน้ำผึ้ง:11#แยมสตรอว์เบอร์รี่:11#แยมส้ม:11#แยมบลูเบอร์รี่:11,,,,3-C6J1BCNXTYKTLX
THITE2025030203520684151,กาแฟสด เอสเปรสโซ่ร้อน (Espresso) ร้อน,41,* กาแฟสด อื่นๆ ร้อน,All opening hours,AVAILABLE,เอสเปรสโซ่ร้อน – กาแฟที่เข้มข้นที่สุด ด้วยการสกัดจากเมล็ดกาแฟแท้ ให้รสชาติขมเข้ม หอมลึก และมีครีม่านุ่มด้านบน เหมาะสำหรับคอกาแฟที่ต้องการพลังงานและความสดชื่นในช็อตเดียว,https://food-cms.grab.com/item/THITE2025030203520684151/photos/menueditor_item_7a2d0ba28bf745ec8f695e35ec93ce06_1740887495629848281.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025022802373259359,กาแฟสด คาปูชิโน่ (Cappuccino) เย็น 16 ออนซ์,50,* กาแฟสดนมนุ่มละมุน,All opening hours,AVAILABLE,คาปูชิโน่เย็น – กาแฟเอสเปรสโซ่เข้มข้น ผสมกับนมสดและฟองนมนุ่มละมุน เพิ่มความกลมกล่อม หอมมัน ดื่มง่าย ได้รสสัมผัสที่สมดุลระหว่างกาแฟและนม เหมาะสำหรับคนที่ชอบกาแฟที่มีรสชาติชัดเจนแต่ยังคงความนุ่มนวล,https://food-cms.grab.com/item/THITE2025022802373259359/photos/menueditor_item_f57d99cba9234e2c93d5ebd64f4f70f4_1740710222679805428.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,3-C6J1BCNXTYKTLX
