*ItemID,*ItemName,*Price,OptionGroup1,OptionGroup2,OptionGroup3,OptionGroup4,OptionGroup5,StoreID
THITE2025031014540871357,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,32,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,3-C6J1BCNXTYKTLX
THITE2024040707304376427,ชาลิ้นจี่,24,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2024040707312107590,ชาแอปเปิ้ล,24,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2025070301062095896,ส้มปั่น แก้วใหญ่ 22 ออนซ์,44,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025031615252960163,0% แคล โซดาน้ำผึ้ง,22,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2025041914214231373,ครีมซีส,25,,,,,,3-C6J1BCNXTYKTLX
THITE2025022802341811174,กาแฟสด อเมริกาโน่ เย็น 16 ออนซ์,37,ขนาด ปริมาณ แก้วกาแฟ##1-1##แก้วมาตรฐาน:0#แก้วใหญ่ 22oz เข้ม +1 ช๊อต ซีลแน่น:12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,3-C6J1BCNXTYKTLX
THITE2025041914110920164,ไข่มุก,6,,,,,,3-C6J1BCNXTYKTLX
THITE2025031615280773790,0% แคล โซดาน้ำผึ้งมะนาว,22,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2025030814395904894,กาแฟสด บลูฮาวายเอสเปรสโซ่ เย็น 16 ออนซ์,32,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025031216260943721,กาแฟสด เผือกลาเต้ร้อน,37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025030914361370675,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,3-C6J1BCNXTYKTLX
THITE2024040717501751626,เขียวโซดา,22,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2024040707194946026,นมชมพู (เย็น/ปั่น),37,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025062904070710229,สตรอเบอร์รี่ปั่น แก้วใหญ่ 22 ออนซ์,37,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025031216373120216,กาแฟสด มอคค่ามิ้นต์ร้อน,45,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025091712364162544,ชาอู่หลงเย็น,24,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2024040707275712045,ชาเขียวนม (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025031615302567651,0% แคล โซดาองุ่น,22,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2025030213003197830,กาแฟสด Caramel Macchiato (คาราเมลมัคคิอาโต้) ร้อน 12 ออนซ์,45,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2024042114222935612,ชาไทยชีส (เย็น/ปั่น),54,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025092808511424302,บราวนี่โฮมเมด,15,โปรโมชั่น บราวนี่##1-1##ไม่เพิ่ม:0#สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:12,,,,,3-C6J1BCNXTYKTLX
THITE2025030203565749761,กาแฟสด ลาเต้ (Latte) ร้อน 12 ออนซ์,37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025030914395083402,กาแฟสด ไมโลกาแฟ เย็น 16 ออนซ์,37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,3-C6J1BCNXTYKTLX
THITE2025031216180413409,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,32,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,,,,3-C6J1BCNXTYKTLX
THITE2025030914433436301,กาแฟสด โอวัลตินช็อตกาแฟ เย็น 16 ออนซ์,37,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,,,,3-C6J1BCNXTYKTLX
THITE2024040710383302455,ชานมคาราเมล (เย็น/ปั่น),37,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025071208321337950,นมสดมันม่วง,49,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,3-C6J1BCNXTYKTLX
THITE2024040707172854825,นมสดมิ้นต์ (เย็น/ปั่น),49,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040707271418803,ชาไทย (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040717412705402,น้ำผึ้งมะนาวโซดา,24,ช็อตมะนาว##1-1##ไม่เพิ่ม:0#เพิ่ม 1 ช็อต:5,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025062904281409246,(สมูทตี้) สตรอเบอร์รี่ แก้วใหญ่ 22 ออนซ์,49,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,,3-C6J1BCNXTYKTLX
THITE2025030204120972961,กาแฟสด Cappuccino (คาปูชิโน่) ร้อน 12 ออนซ์,37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025031615104196908,0% แคล ชามะลิ,24,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25,,,3-C6J1BCNXTYKTLX
THITE2025041914201885296,ซอสบราวน์ชูการ์,19,,,,,,3-C6J1BCNXTYKTLX
THITE2025022802373259359,กาแฟสด คาปูชิโน่ เย็น 16 ออนซ์,45,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,3-C6J1BCNXTYKTLX
THITE2024040710392207291,ชานมมิ้นต์ (เย็น/ปั่น),37,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
