รหัสร้านค้า/สาขา,ชื่อร้านค้า,รหัสหมวดหมู่,ชื่อหมวดหมู่,รหัสเมนูอาหาร,ชื่อเมนูอาหาร,ราคา (฿),สถานะการแสดงเมนูที่หน้าร้านค้า,สถานะสต็อกสินค้า,สต็อก,สต็อกคงเหลือ,เติมจำนวนสต็อกอัตโนมัติทุกวัน,เติมสต็อกเป็นจำนวน,รายละเอียดเมนู,เวลาเปิดขายเมนู,วันที่ขาย,ช่วงเวลาที่ขาย,กลุ่มตัวเลือกเสริม,รูปภาพ,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2591165597489664""","เบาเบากับน้ำเต้าหู้ (เย็น, ปั่น)","=""2591179103066624""",น้ำเต้าหู้เผือก (เย็น/ปั่น),47,แสดงเมนู,งดจำหน่าย,ไม่จำกัด,,,,น้ำเต้าหู้หอมถั่ว ผสมกลิ่นรสเผือกละมุน เบาแต่มีสีสัน เลือกระดับความหวานได้ตามใจ,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2619418001578496,https://mms.img.susercontent.com/th-11134505-7rasj-maco74mhed1sc8,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2591165597489664""","เบาเบากับน้ำเต้าหู้ (เย็น, ปั่น)","=""2591186275916288""",น้ำเต้าหู้โกโก้ (เย็น/ปั่น),34,แสดงเมนู,งดจำหน่าย,ไม่จำกัด,,,,น้ำเต้าหู้รสโกโก้ หอมมันเบา ๆ ไม่เข้มจัด ดื่มสบายได้ทุกวัน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2619418001578496,https://mms.img.susercontent.com/th-11134505-7rasa-macogehytaxc6c,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001821645969920""","กาแฟ (เย็น, ปั่น)","=""2001840413628416""",โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"โกปี๊เข้มข้นสูตรพิเศษ, เพื่อผู้รักสุขภาพ, จัดส่งทันใจ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztl-mljhden9rd3j43,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001821645969920""","กาแฟ (เย็น, ปั่น)","=""2035958178849280""",โกปี๊ ยกล้อ (ใส่นม) (เย็น/ปั่น),34,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"โกปี๊สำหรับคนรักออกกำลัง, เพิ่มพลังชีวิต, สั่งได้ง่าย!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2619418001578496,https://mms.img.susercontent.com/th-11134505-81ztk-mljgc3lccdms80,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001821645969920""","กาแฟ (เย็น, ปั่น)","=""2035959022821376""",โกปี๊ โบราณ (เย็น/ปั่น),34,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"โกปี๊แบบดั้งเดิม, รสชาติเข้มข้น, สั่งสะดวกผ่านแอพ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2619418001578496,https://mms.img.susercontent.com/th-11134505-81zti-mlk8omr9c6bz43,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001821645969920""","กาแฟ (เย็น, ปั่น)","=""2035959681572864""",เนสกาแฟ (เย็น/ปั่น),42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"เนสกาแฟ หอมกรุ่น, เติมพลังทุกเช้า, ส่งตรงถึงคุณ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2619418001578496,https://mms.img.susercontent.com/th-11134505-81ztk-mlk8uxgnvx1c12,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001821645969920""","กาแฟ (เย็น, ปั่น)","=""2035960316469248""",มอคค่า (เย็น/ปั่น),42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"มอคค่าหวานมันกับช็อกโกแลต, อุ่นใจทุกดื่ม, สั่งเลย!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2619418001578496,https://mms.img.susercontent.com/th-11134505-81ztl-mlk8hps1apdtf8,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001821645969920""","กาแฟ (เย็น, ปั่น)","=""2035961126806016""",ลาเต้ (เย็น/ปั่น),42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"ลาเต้เนียนนุ่มหอมมัน, กาแฟพร้อมนม, ส่งไวถึงมือ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2619418001578496,https://mms.img.susercontent.com/th-11134505-81ztj-mlk8bjqo3ais4c,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036016510902784""",แดงโซดา,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"แดงโซดาสดชื่น, ตื่นตาตื่นใจ, สีสันสดใส, จัดส่งไว!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztf-mlkh251ke03o37,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036017101955584""",เขียวโซดา,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"เขียวโซดาชูกำลัง, รสชาติสดใส, เติมพลังให้วันใหม่!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztn-mlkh56o32yv4ce,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036018203664896""",น้ำผึ้งมะนาวโซดา,50,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"โซดามะนาวผสมน้ำผึ้ง, สดชื่นหวานละมุน, สั่งเลย, ส่งไว!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2688610151785472,https://mms.img.susercontent.com/th-11134505-81ztg-mlklam21se8f81,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036019807199232""",แดงมะนาวโซดา,50,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"โซดามะนาวแดง, ผสานความสดชื่น, จัดส่งเร็วถึงที่!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2688610151785472,https://mms.img.susercontent.com/th-11134505-81zth-mlklk0gy4qa04d,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036020665278976""",เขียวมะนาวโซดา,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"เขียวมะนาวโซดาเย็นฉ่ำ, รสชาติที่ต้องลอง, ส่งตรงถึงคุณ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2688610151785472,https://mms.img.susercontent.com/th-11134505-81zti-mlkjfm9xd53c78,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036021911478784""",บ๊วยโซดา,34,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"โซดาบ๊วยหวานอมเปรี้ยว, รสชาติเฉพาะ, จัดส่งไวถึงมือ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztj-mlkitd3jmm14cb,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036022599246336""",มะนาวโซดา,34,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"มะนาวโซดาคลาสสิก, รสชาติสดชื่น, เติมความเย็นในทุกดื่ม!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztf-mlkky58s3g1u0a,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036023190970368""",สตรอว์เบอร์รีโซดา,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"โซดาสตรอว์เบอร์รีสุดซ่า, หวานฉ่ำใจ, ส่งตรงถึงมือ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztf-mlkl5320mvb87e,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036023845904384""",เสาวรสโซดา,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"เสาวรสโซดาสดชื่น, หวานหอมละมุน, พร้อมส่งทันที!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztp-mlkluqdn8jkfcf,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036024399880192""",ลิ้นจี่โซดา,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"โซดาลิ้นจี่สดชื่น, หวานหอมเฉพาะ, จัดส่งไวสุดๆ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztq-mlkkteb7vi0y49,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036025039052800""",บลูเบอร์รี่โซดา,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"บลูเบอร์รี่โซดาเย็นฉ่ำ, สีสันสดใส, สั่งเลยทันที!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztg-mlkj5r017mrp87,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036025616605696""",แอปเปิ้ลโซดา,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"แอปเปิ้ลโซดาหวานสด, จัดส่งไว, คลายร้อนทันใจ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81ztk-mlkixnyu6jusb4,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2001823106341376""",อินตาเลียนโซดา,"=""2036026321018880""",บลูฮาวายโซดา,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"บลูฮาวายโซดาเขตร้อน, ซ่าหวานเย็นสด, ส่งเร็วถึงคุณ!",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-81zte-mlkkmd4nez2g4b,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2482308320284160""",0% แคล ชาลิ้นจี่,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,หอมละมุนจากชาเขียวมะลิ ผสานความหวานหอมของลิ้นจี่แท้ๆ ปรุงรสด้วยหญ้าหวานแทนน้ำตาล ไม่มีแคลอรี่ ดื่มง่าย สดชื่นลงตัว เหมาะสำหรับสายสุขภาพและคนที่มองหาเครื่องดื่มชาเพื่อความสดชื่นแบบไร้กังวล,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasg-m7awfsuowkpm0c,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2482309736599040""",0% แคล ชาสละ,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,หอมหวานสดชื่นด้วยรสชาติเอกลักษณ์ของสละ ผสานกับชาเขียวมะลิหอมละมุน ให้ความหวานแบบไร้กังวลด้วยหญ้าหวานแทนน้ำตาล 0% แคลอรี่ ดื่มง่าย รีเฟรชได้ทุกวัน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasg-m7awhk3uau3e92,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2482311366315520""",0% แคล ชาองุ่น,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,สัมผัสความหอมหวานขององุ่นแท้ๆ ผสมกับชาเขียวมะลิที่ให้รสชาติละมุน กลมกล่อมอย่างลงตัว ปรุงรสด้วยหญ้าหวานแทนน้ำตาล ไม่มีแคลอรี่ สดชื่น เบาสบาย ดื่มได้ทุกวัน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasj-m7awiy6t0fhf4b,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2483534695534080""",0% แคล ชาพีช,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,ชาใสหอมกลิ่นพีช สดชื่น ดื่มง่าย ไม่มีน้ำตาลและแคลอรี่ เหมาะสำหรับคนรักสุขภาพและควบคุมน้ำหนัก,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasj-m7c4xj1t81a7ab,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2483536546172416""",0% แคล ชาน้ำผึ้ง,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,ความหอมหวานของน้ำผึ้งแท้ ผสานกับชาใส ดื่มแล้วสดชื่นโดยไม่มีแคลอรี่ ให้ความหวานจากธรรมชาติแบบไม่ต้องรู้สึกผิด,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasg-m7c4zgsv5dnn8b,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2483538555735040""",0% แคล ชาน้ำผึ้งมะนาว,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,รสเปรี้ยวสดชื่นจากมะนาวแท้ ผสมกับน้ำผึ้งหอมหวานและชาใส ไม่มีแคลอรี่ ดื่มง่าย สดชื่นตลอดวัน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2688610151785472,https://mms.img.susercontent.com/th-11134505-7rask-m7c51wuwaf6r38,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2486652702198784""",0% แคล ชาแคนตาลูป,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,หอมหวาน สดชื่น ด้วยกลิ่นหอมของแคนตาลูปแท้ ไม่มีน้ำตาลและแคลอรี่ เหมาะสำหรับคนรักสุขภาพที่ต้องการดื่มชาอร่อยแบบไม่ต้องกังวล,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rash-m7fa4l52h8a8ba,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2486653864250368""",0% แคล ชาฟรุตพันช์,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,รสชาติเปรี้ยวหวานสดชื่น ผสานกลิ่นผลไม้รวม ดื่มง่าย เติมความสดชื่นได้ตลอดวัน ปราศจากน้ำตาลและแคลอรี่,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rash-m7fa5sbz9r6i46,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306414906880""",0% แคล ชาเพื่อสุขภาพ,"=""2486655182490624""",0% แคล ชามะลิ,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,หอมกลิ่นมะลิอ่อนๆ ให้ความรู้สึกผ่อนคลาย ดื่มง่าย ไม่มีน้ำตาลและแคลอรี่ หวานธรรมชาติ เหมาะกับทุกช่วงเวลา,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasi-m7fa7hffv3yya9,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306644233728""",0% แคล โซดาซ่าเพื่อสุขภาพ,"=""2486660673801728""",0% แคล โซดาลิ้นจี่,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,สดชื่น หอมหวานกำลังดี ด้วยกลิ่นลิ้นจี่แบบธรรมชาติ ซ่าซ่าแบบไม่มีน้ำตาลและแคลอรี่ ดื่มง่าย สดชื่นทุกเวลา,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7ras8-m7fadgukmevu99,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306644233728""",0% แคล โซดาซ่าเพื่อสุขภาพ,"=""2486663893191680""",0% แคล โซดาน้ำผึ้ง,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,กลิ่นหอมนุ่มละมุนของน้ำผึ้งแท้ ผสานความซ่าของโซดา สดชื่นแบบไม่มีน้ำตาลและแคลอรี่ เหมาะสำหรับทุกโอกาส,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasf-m7faj2g7lql6d5,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306644233728""",0% แคล โซดาซ่าเพื่อสุขภาพ,"=""2486666748726784""",0% แคล โซดาน้ำผึ้งมะนาว,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,เปรี้ยวหวานลงตัวจากน้ำผึ้งและมะนาว สดชื่นด้วยโซดาซ่า ไม่มีน้ำตาลและแคลอรี่ ให้ความสดชื่นทุกครั้งที่ดื่ม,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2688610151785472,https://mms.img.susercontent.com/th-11134505-7rasd-m7fam00x3vj7b1,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306644233728""",0% แคล โซดาซ่าเพื่อสุขภาพ,"=""2486669035671040""",0% แคล โซดาองุ่น,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,หอมกลิ่นองุ่นเข้มข้น ซ่า สดชื่น ไม่มีน้ำตาลและแคลอรี่ ดื่มง่าย ให้ความรู้สึกสดชื่นตลอดวัน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasg-m7faoxdv8lsz71,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306644233728""",0% แคล โซดาซ่าเพื่อสุขภาพ,"=""2488093025963520""",0% แคล โซดาแคนตาลูป,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,หอมหวานสดชื่นด้วยกลิ่นแคนตาลูปแท้ ผสานความซ่าของโซดาแบบไม่มีน้ำตาลและแคลอรี่ ดื่มง่าย เติมความสดชื่นได้ทุกวัน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasc-m7gqdym2licw8c,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306644233728""",0% แคล โซดาซ่าเพื่อสุขภาพ,"=""2488095588060160""",0% แคล โซดาพีช,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,หอมกลิ่นพีชละมุน สดชื่นทุกคำที่ดื่ม ซ่าแบบลงตัว ไม่มีน้ำตาลและแคลอรี่ เหมาะสำหรับคนที่ต้องการความสดชื่นแบบไม่เพิ่มพลังงาน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rasg-m7gqi1y2zp0jbc,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2482306644233728""",0% แคล โซดาซ่าเพื่อสุขภาพ,"=""2488097824525312""",0% แคล โซดาฟรุตพันช์,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,เปรี้ยวหวานกลมกล่อมด้วยกลิ่นผลไม้รวม เติมความสดชื่นด้วยโซดาซ่า ไม่มีน้ำตาลและแคลอรี่ ดื่มง่าย สดชื่นได้ทุกเวลา,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136,https://mms.img.susercontent.com/th-11134505-7rask-m7gqkx026kt69a,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2463261068837888""",* กาแฟสดเข้มข้น,"=""2463263179654144""",กาแฟสด อเมริกาโน่ เย็น 16 ออนซ์,50,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,เข้มข้น สดชื่น กับกาแฟเอสเปรสโซ่ผสมน้ำเย็นและน้ำแข็ง ให้รสชาติขมกลมกล่อม ดื่มง่าย เหมาะสำหรับคนที่ต้องการความสดชื่นแบบไม่มีนมและน้ำตาล,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968#2631797327109120,https://mms.img.susercontent.com/th-11134505-7rasm-mahrn00glci8ec,
