เมนู CODE,ชื่อเมนู,ชื่อกลุ่มตัวเลือก,ชื่อตัวเลือก,ส่วนผสม-1,การใช้-1,หน่วย-1
,0% แคล โซดาลิ้นจี่,ความหวาน,หวานปกติ 100%,,,
,0% แคล โซดาลิ้นจี่,ความหวาน,หวานมาก 125%,,,
,0% แคล โซดาลิ้นจี่,ความหวาน,หวานมาก 150%,,,
,0% แคล โซดาลิ้นจี่,ความหวาน,หวานมาก 200%,,,
,0% แคล โซดาลิ้นจี่,ความหวาน,หวานน้อยมาก 25%,,,
,0% แคล โซดาลิ้นจี่,ความหวาน,หวานน้อย 50%,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,ชีส,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,ไข่มุก,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,ช็อคขูด,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,ไม่เพิ่ม,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,ซอสบราวน์,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,บุกน้ำตาล,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,บุกบราวน์,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,0% แคล โซดาลิ้นจี่,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,0% แคล โซดาลิ้นจี่,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,0% แคล โซดาแคนตาลูป,ความหวาน,ไม่หวาน  0%,,,
,0% แคล โซดาแคนตาลูป,ความหวาน,หวานปกติ 100%,,,
,0% แคล โซดาแคนตาลูป,ความหวาน,หวานมาก 125%,,,
,0% แคล โซดาแคนตาลูป,ความหวาน,หวานมาก 150%,,,
,0% แคล โซดาแคนตาลูป,ความหวาน,หวานมาก 200%,,,
,0% แคล โซดาแคนตาลูป,ความหวาน,หวานน้อยมาก 25%,,,
,0% แคล โซดาแคนตาลูป,ความหวาน,หวานน้อย 50%,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,ชีส,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,ไข่มุก,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,ช็อคขูด,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,ไม่เพิ่ม,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,ซอสบราวน์,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,บุกน้ำตาล,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,บุกบราวน์,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,0% แคล โซดาแคนตาลูป,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,0% แคล โซดาแคนตาลูป,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,0% แคล โซดาฟรุตพันช์,ความหวาน,ไม่หวาน  0%,,,
,0% แคล โซดาฟรุตพันช์,ความหวาน,หวานปกติ 100%,,,
,0% แคล โซดาฟรุตพันช์,ความหวาน,หวานมาก 125%,,,
,0% แคล โซดาฟรุตพันช์,ความหวาน,หวานมาก 150%,,,
,0% แคล โซดาฟรุตพันช์,ความหวาน,หวานมาก 200%,,,
,0% แคล โซดาฟรุตพันช์,ความหวาน,หวานน้อยมาก 25%,,,
,0% แคล โซดาฟรุตพันช์,ความหวาน,หวานน้อย 50%,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,ชีส,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,ไข่มุก,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,ช็อคขูด,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,ซอสบราวน์,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,บุกน้ำตาล,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,บุกบราวน์,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,0% แคล โซดาฟรุตพันช์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,0% แคล โซดาฟรุตพันช์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,0% แคล ชาน้ำผึ้งมะนาว,ความหวาน,ไม่หวาน  0%,,,
,0% แคล ชาน้ำผึ้งมะนาว,ความหวาน,หวานปกติ 100%,,,
,0% แคล ชาน้ำผึ้งมะนาว,ความหวาน,หวานมาก 125%,,,
,0% แคล ชาน้ำผึ้งมะนาว,ความหวาน,หวานมาก 150%,,,
,0% แคล ชาน้ำผึ้งมะนาว,ความหวาน,หวานมาก 200%,,,
,0% แคล ชาน้ำผึ้งมะนาว,ความหวาน,หวานน้อยมาก 25%,,,
,0% แคล ชาน้ำผึ้งมะนาว,ความหวาน,หวานน้อย 50%,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,ชีส,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,ไข่มุก,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,ช็อคขูด,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,ไม่เพิ่ม,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,ซอสบราวน์,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,บุกน้ำตาล,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,บุกบราวน์,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,0% แคล ชาน้ำผึ้งมะนาว,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,0% แคล ชาน้ำผึ้งมะนาว,ช็อตมะนาว,ไม่เพิ่ม,,,
,0% แคล ชาน้ำผึ้งมะนาว,ช็อตมะนาว,เพิ่ม 1 ช็อต,,,
,0% แคล ชาน้ำผึ้งมะนาว,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ความหวาน,ไม่หวาน  0%,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ความหวาน,หวานปกติ 100%,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ความหวาน,หวานมาก 125%,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ความหวาน,หวานมาก 150%,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ความหวาน,หวานมาก 200%,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ความหวาน,หวานน้อยมาก 25%,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ความหวาน,หวานน้อย 50%,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,ชีส,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,ไข่มุก,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,ช็อคขูด,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,ไม่เพิ่ม,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,ซอสบราวน์,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,บุกน้ำตาล,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,บุกบราวน์,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ช็อตมะนาว,ไม่เพิ่ม,,,
,0% แคล โซดาน้ำผึ้งมะนาว,ช็อตมะนาว,เพิ่ม 1 ช็อต,,,
,0% แคล โซดาน้ำผึ้งมะนาว,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,0% โคล่าโซดา,ความหวาน,ไม่หวาน  0%,,,
,0% โคล่าโซดา,ความหวาน,หวานปกติ 100%,,,
,0% โคล่าโซดา,ความหวาน,หวานมาก 125%,,,
,0% โคล่าโซดา,ความหวาน,หวานมาก 150%,,,
,0% โคล่าโซดา,ความหวาน,หวานมาก 200%,,,
,0% โคล่าโซดา,ความหวาน,หวานน้อยมาก 25%,,,
,0% โคล่าโซดา,ความหวาน,หวานน้อย 50%,,,
,0% โคล่าโซดา,ท้อปปิ้ง,ชีส,,,
,0% โคล่าโซดา,ท้อปปิ้ง,ไข่มุก,,,
,0% โคล่าโซดา,ท้อปปิ้ง,ช็อคขูด,,,
,0% โคล่าโซดา,ท้อปปิ้ง,ไม่เพิ่ม,,,
,0% โคล่าโซดา,ท้อปปิ้ง,ซอสบราวน์,,,
,0% โคล่าโซดา,ท้อปปิ้ง,บุกน้ำตาล,,,
,0% โคล่าโซดา,ท้อปปิ้ง,บุกบราวน์,,,
,0% โคล่าโซดา,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,0% โคล่าโซดา,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,0% โคล่าโซดา,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,0% โคล่าโซดา,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,0% โคล่าโซดา,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,0% โคล่าโซดา,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,0% โคล่าโซดามะนาว,ความหวาน,ไม่หวาน  0%,,,
,0% โคล่าโซดามะนาว,ความหวาน,หวานปกติ 100%,,,
,0% โคล่าโซดามะนาว,ความหวาน,หวานมาก 125%,,,
,0% โคล่าโซดามะนาว,ความหวาน,หวานมาก 150%,,,
,0% โคล่าโซดามะนาว,ความหวาน,หวานมาก 200%,,,
,0% โคล่าโซดามะนาว,ความหวาน,หวานน้อยมาก 25%,,,
,0% โคล่าโซดามะนาว,ความหวาน,หวานน้อย 50%,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,ชีส,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,ไข่มุก,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,ช็อคขูด,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,ไม่เพิ่ม,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,ซอสบราวน์,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,บุกน้ำตาล,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,บุกบราวน์,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,0% โคล่าโซดามะนาว,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,0% โคล่าโซดามะนาว,ช็อตมะนาว,ไม่เพิ่ม,,,
,0% โคล่าโซดามะนาว,ช็อตมะนาว,เพิ่ม 1 ช็อต,,,
,0% โคล่าโซดามะนาว,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสด มอคค่า ร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสด เฮเซลนัทมอคค่าร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,นมร้อน 12 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,นมร้อน 12 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,นมร้อน 12 ออนซ์,ความหวาน,หวานมาก 125%,,,
,นมร้อน 12 ออนซ์,ความหวาน,หวานมาก 150%,,,
,นมร้อน 12 ออนซ์,ความหวาน,หวานมาก 200%,,,
,นมร้อน 12 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,นมร้อน 12 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,นมร้อน 12 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,นมร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,นมร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ความหวาน,หวานมาก 125%,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ความหวาน,หวานมาก 150%,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ความหวาน,หวานมาก 200%,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,ช็อกโกแลตมิลค์ร้อน 12 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสด ลาเต้ เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสด มอคค่า เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ขนาด ปริมาณ แก้วกาแฟ,แก้วมาตรฐาน,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ขนาด ปริมาณ แก้วกาแฟ,แก้วใหญ่ 22oz เข้ม +1 ช๊อต ซีลแน่น,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
